id,site_eui
75757,64.4084769766298
75758,63.60860127869478
75759,63.330428100354084
75760,64.4058986104335
75761,64.68770556180039
75762,64.55655374847606
75763,63.84394950564479
75764,64.41348414332947
75765,64.58098618213876
75766,64.72747453774969
75767,63.79418700913243
75768,63.77517942186546
75769,80.42346805697184
75770,80.49502128995732
75771,79.97497657909798
75772,80.72976711500246
75773,80.57183615221243
75774,80.67202873702604
75775,93.81225503742394
75776,94.87016351191619
75777,94.40903159465392
75778,93.52683826380485
75779,94.79391609528943
75780,94.7860841537115
75781,94.7986841551608
75782,94.0573763685486
75783,94.90820886026836
75784,95.47819771865738
75785,94.66085727447421
75786,94.5451999321815
75787,94.75382722794825
75788,94.42461127071306
75789,94.88563647786509
75790,94.37371875671602
75791,94.45969230019705
75792,94.53371825394629
75793,94.76948541507159
75794,94.80587386478442
75795,94.11247752958775
75796,93.41465310432227
75797,101.29554079047853
75798,87.46203827964086
75799,87.12321126523443
75800,88.40019537769354
75801,89.31248028840332
75802,87.19307433348172
75803,88.99789957986854
75804,89.01344208941896
75805,87.32883943695947
75806,70.09775359818559
75807,70.84727802456791
75808,69.6615612230139
75809,70.82303020418976
75810,70.25792547328547
75811,56.387679022675
75812,70.36991935008882
75813,70.27767009049649
75814,69.76883329697284
75815,69.5521833602711
75816,70.34016938107243
75817,56.81669470719771
75818,56.39328540768429
75819,70.16526087772127
75820,56.54840086526474
75821,70.35307067130952
75822,69.59263470042833
75823,70.27525437571421
75824,69.80297232370094
75825,70.56464641014827
75826,69.85287161282758
75827,63.8232035183612
75828,64.02612241710972
75829,64.3196244704111
75830,64.37461809907995
75831,80.35137597092398
75832,80.11412435229704
75833,95.79251008468805
75834,94.62060874603299
75835,88.51901233782587
75836,52.847179198982076
75837,51.514319335511345
75838,51.38929979042018
75839,52.16574903503147
75840,51.92460881185639
75841,52.19421288866192
75842,51.50011413541347
75843,51.528006038595095
75844,53.78920195569822
75845,51.23043306205068
75846,51.912435650847556
75847,52.812642138750334
75848,53.22432974310391
75849,51.34741196801292
75850,51.810886331717256
75851,51.377364675041235
75852,51.51076825159612
75853,51.90629571528757
75854,51.90558978686772
75855,51.642350025688074
75856,52.3413814860844
75857,54.57679412104221
75858,53.882193389686336
75859,52.14454655702252
75860,52.14475176877272
75861,68.83637926658594
75862,63.58958543730091
75863,64.0068766752886
75864,64.42092101714911
75865,63.827053723010295
75866,64.3117740527639
75867,64.33735058408433
75868,64.1090279641046
75869,63.92320228348967
75870,63.74891686486603
75871,80.0770220678994
75872,80.92759945045987
75873,80.62826117498889
75874,84.82524367725273
75875,79.75823192876169
75876,80.67155264576604
75877,80.8111048442272
75878,81.20397863534231
75879,81.13807282971652
75880,94.96772117786008
75881,94.98339844546331
75882,94.38685809258345
75883,94.16161572907208
75884,94.54500292890157
75885,93.9577351146288
75886,87.11828618323466
75887,89.38254778831856
75888,89.53697373441878
75889,87.41093455565601
75890,89.08003740652453
75891,70.02233417583057
75892,69.91401520571708
75893,70.07907194272684
75894,70.04977591329862
75895,70.04492388526887
75896,56.57510301817274
75897,56.55867786970384
75898,70.11097005714464
75899,68.05742468397375
75900,56.35372058228677
75901,56.69008726592574
75902,56.394853225454426
75903,70.29231400097524
75904,69.88589428763544
75905,56.44338170009132
75906,69.77990652300241
75907,57.02663453590412
75908,69.77314274372293
75909,69.36159089535295
75910,70.35771908993138
75911,70.05818138657833
75912,70.22830192731726
75913,69.89832061107836
75914,56.356765924656884
75915,70.05132731412868
75916,70.09203311685587
75917,56.36677204958596
75918,70.1130706032045
75919,56.44223251429139
75920,69.56310062537023
75921,70.31582305905386
75922,56.34648071174752
75923,69.5486044673512
75924,56.39764410525413
75925,63.7413080453955
75926,64.0435302452122
75927,64.29786890458513
75928,64.23215501409663
75929,64.45945575685232
75930,63.69027873878463
75931,64.69894055719556
75932,64.2772727921581
75933,63.739214885545834
75934,63.62191860062899
75935,65.61912964467251
75936,81.25567557939894
75937,80.6020276005961
75938,80.15910676789417
75939,80.09713281939798
75940,81.39432484616032
75941,99.43249055060073
75942,94.77567687495025
75943,94.02818165540361
75944,95.53202886491431
75945,94.78532806437602
75946,93.6891279874319
75947,94.37804462040617
75948,98.98519460338889
75949,87.57646656166548
75950,91.1715838247053
75951,87.86125942829744
75952,87.38565246805797
75953,89.51724878101027
75954,88.85772664388446
75955,86.82601003117475
75956,90.76455422476351
75957,72.4624496356355
75958,56.49618678759816
75959,57.070500599581464
75960,69.94951813860143
75961,70.4428458854336
75962,70.27570253143494
75963,68.08242768359196
75964,56.40008202084391
75965,70.0322171737098
75966,70.69139835701799
75967,57.420641095879546
75968,56.70575723515458
75969,56.408060653683606
75970,70.78133856280238
75971,70.02226933033035
75972,69.75492436078821
75973,56.36467068126649
75974,69.96207709770079
75975,68.07101791029254
75976,69.76658417619319
75977,63.649425661473515
75978,64.47411190274556
75979,65.8786467874163
75980,63.55377690756836
75981,63.71710083514813
75982,63.78725041976372
75983,80.88435723050247
75984,81.87019447744001
75985,83.99405400510545
75986,101.5004980778956
75987,87.06768995423977
75988,86.90709329782953
75989,88.21843742259648
75990,87.78294841427055
75991,87.59699878434571
75992,87.85440314561606
75993,101.38432360199317
75994,87.87804886629488
75995,87.34632852750178
75996,104.16536144628685
75997,101.6003869493195
75998,90.7503579782117
75999,87.63928882178311
76000,96.73691165910282
76001,87.6993317207
76002,70.42139024499147
76003,70.36706032879056
76004,69.93008869011283
76005,56.39894925198405
76006,67.76998938572751
76007,68.28213975867948
76008,68.4554944365982
76009,70.02337795165704
76010,71.04572841987783
76011,70.33929928325233
76012,56.411655963543126
76013,56.651589541628255
76014,69.78223772848196
76015,70.91863473215017
76016,69.81050769916055
76017,68.05640683369347
76018,70.001518796048
76019,56.47622378855931
76020,69.88355487368563
76021,70.86812175449904
76022,70.54853318353935
76023,70.65218974269237
76024,56.480754863998754
76025,64.41548701000943
76026,63.326422366994166
76027,81.24728652305953
76028,93.92717361741666
76029,87.4017634844347
76030,87.02623718074233
76031,65.02943818478502
76032,64.75255828323247
76033,64.47864984781995
76034,65.1588624701019
76035,80.66260541346674
76036,80.7667134384701
76037,80.66937740121625
76038,80.67567329770577
76039,87.18671276923237
76040,87.6101601207813
76041,87.38976270129547
76042,88.54056842315435
76043,87.56222289492257
76044,89.63339863150281
76045,88.54101988900425
76046,87.34478849416814
76047,89.48228069881247
76048,102.03839090849146
76049,89.71983382059739
76050,88.50408177400664
76051,87.94558582068407
76052,87.10030220554768
76053,70.0944373763059
76054,56.37816540594531
76055,68.15901270868699
76056,70.31037068824844
76057,69.7122895676107
76058,70.17313280045073
76059,56.41353570317324
76060,56.76056518934138
76061,70.4087396925861
76062,57.09595506505002
76063,56.509106919377246
76064,69.9111258242774
76065,70.4386217702463
76066,69.82790965555932
76067,69.95640946539515
76068,70.51297166689938
76069,70.39983480277306
76070,68.04819836369415
76071,70.13827190623942
76072,63.44033951364713
76073,64.00561765905127
76074,64.42610474324442
76075,64.02225622774017
76076,63.30466992149536
76077,63.281267573526975
76078,63.98388983896234
76079,64.56720416100984
76080,63.37694549984076
76081,64.48524676959073
76082,64.72962515688937
76083,63.707874514868536
76084,63.806991790112306
76085,63.568144913662536
76086,63.3877478463603
76087,63.87195680528316
76088,65.28974249729959
76089,63.9717553835369
76090,64.52106435114251
76091,64.39334055795075
76092,64.47838030714524
76093,80.31603560161852
76094,81.02559286103929
76095,95.58944817375891
76096,94.583051158643
76097,94.69140296263618
76098,95.7558565639008
76099,95.2859143089197
76100,93.76300421742712
76101,94.82980946109751
76102,95.5094801978255
76103,93.72196186743008
76104,93.96821596741415
76105,91.9410211770462
76106,87.27191668782712
76107,88.76719854510861
76108,89.01093552619272
76109,87.41056296427428
76110,87.67829042177732
76111,87.35324345720596
76112,88.30500710623733
76113,87.85084090857458
76114,101.24052762454198
76115,87.11860709364669
76116,87.12051351781588
76117,89.36688672328523
76118,87.71148768468697
76119,89.73527852423308
76120,102.08651716809868
